Tick,Population,AverageEnergy,AverageAge,AverageSize,AveragePerception,AverageCooldown,AverageFertility,foodDecisions,rareFoodDecisions, mateDecisions,wanderDecisions,stayDecisions,foodImpossible,rareImpossible,mateImpossible 
19999,78,93.8654,135.782,1.64,1.97,1.04,1.49,5278,0,671,2102,455,102,2581,4690
