Tick,Population,wandererCount,thinkerCount,AverageEnergy,AverageAge,AverageSize,AveragePerception,AverageCooldown,AverageFertility,foodDecisions,rareFoodDecisions, mateDecisions,wanderDecisions,stayDecisions,foodImpossible,rareImpossible,mateImpossible 
5469,53,0,53,165.183,201.904,2.13,1.98,1.89,1.25,6938,3,811,894,583,1382,863,2933
